Original Title,Link,Original Description,Publication Date,Original Language,Category,Subcategory,Location,Translated Title,Translated Description,Entity,Count,Latitude,Longitude,Country,Sadness,Joy,Surprise,Anticipation,Fear,Anger,Trust,Disgust,Entity_all
Moçambique/Ciclone IDAI: MPDC e parceiros enviam navio de assistência humanitária à cidade da Beira,http://www.portaldogoverno.gov.mz/por/Imprensa/Noticias/Mocambique-Ciclone-IDAI-MPDC-e-parceiros-enviam-navio-de-assistencia-humanitaria-a-cidade-da-Beira,"As empresas do Porto de Maputo (MPDC), Grindrod e DP World Maputo estão a envidar todos os esforços possíveis para fazer chegar bens de ajuda humanitária à Beira, na província de Sofala, que entre quinta e sexta-feira da semana finda foi severamente fustigada pelo ciclone “IDAI”.",2019-03-20 07:51:00,pt,NaturalDisasters,"['NaturalDisasters', 'UNbodies']",-19.8273 34.8361,Mozambique/cyclone IDAI: MPDC and partners send ship of humanitarian assistance to the city of Beira,Mozambique/cyclone IDAI: MPDC and partners send ship of humanitarian assistance to the city of Beira,"['Red Cross', 'United Nations', 'DP World']",1,-19.8273,34.8361,Mozambique,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,"['Red Cross', 'United Nations', 'DP World']"
Frelimo adia sessão do Comité Central,http://www.folhademaputo.co.mz/pt/noticias/nacional/frelimo-adia-sessao-do-comite-central/,"A Frelimo decidiu cancelar a sessão do Comité Central marcada para os dias 22, 23 e 24 do mês em curso, em solidariedade às vítimas do ciclone Idai. MAPUTO- A informação foi avançada pelo Secretário-geral da Frelimo, Roque Silva,citado pelo Jornal O País , e que lamentou a perda de vidas humanas e de infraestruturas causadas pelo ciclone Idai.",2019-03-20 05:27:00,pt,NaturalDisasters,['NaturalDisasters'],-25.5353164702334 32.4522463098065,Frelimo – postpones session of the Central committee,Frelimo – postpones session of the Central committee,"['Assembleia da Republica', 'Roque Silva']",2,-25.5353164702334,32.4522463098065,Mozambique,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Assembleia da Republica', 'Roque Silva', 'Assembleia da Republica', 'Roque Silva']"
Ciclone IDAI: Moçambique pode registar mais de mil óbitos,http://www.folhademaputo.co.mz/pt/noticias/nacional/ciclone-idai-mocambique-pode-registar-mais-de-mil-obitos/,"O presidente da República, Filipe Nyusi, disse ontem, que o número de mortes devido ao ciclone Idai, poderá ultrapassar as mil, assinalando que ""o país vive um verdadeiro desastre humanitário de grandes proporções"". MAPUTO- ""Até ao momento, formalmente, há registo de acima de 84 óbitos, mas tudo....",2019-03-20 05:27:00,pt,NaturalDisasters,['NaturalDisasters'],-19.8273 34.8361,Cyclone IDAI: mozambique may make more than thousand deaths,Cyclone IDAI: mozambique may make more than thousand deaths,['Filipe Nyusi'],1,-19.8273,34.8361,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Filipe Nyusi']
Ciclone e cheias no centro do país:...,http://www.jornalnoticias.co.mz/index.php/economia/87925-ciclone-e-cheias-no-centro-do-pais-emose-avalia-compensacoes,A EMPRESA moçambicana de seguros (EMOSE) prepara-se para avaliar os activos para efeito de compensação aos mutuários que foram afectados pelo ciclone IDAI e pelas cheias nas províncias do centro do país.,2019-03-20 04:58:00,pt,NaturalDisasters,['NaturalDisasters'],,Cyclone and floods in the centre of the country:...,Cyclone and floods in the centre of the country:...,[],1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Ciclone Idai: OJM quer todos os jovens no socorro às vítimas,http://www.jornalnoticias.co.mz/index.php/politica/87928-ciclone-idai-ojm-quer-todos-os-jovens-no-socorro-as-vitimas,"A ORGANIZAÇÃO da Juventude Moçambicana (OJM) quer todos os envolvidos no socorro às vítimas do ciclone Idai e das inundações na região centro do país, sem distinção de filiação político-partidária, crença religiosa, grau de instrução ou posição social.",2019-03-20 04:58:00,pt,NaturalDisasters,['NaturalDisasters'],,Cyclone Idai: OJM wants all young people in distress victims,Cyclone Idai: OJM wants all young people in distress victims,[],1,,,,0.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,[]
Conselho de Ministros reúne-se esta terça-feira na Beira,http://www.portaldogoverno.gov.mz/por/Imprensa/Noticias/Conselho-de-Ministros-reune-se-esta-terca-feira-na-Beira,"O Presidente da República, Filipe Nyusi, anunciou nesta segunda-feira que o Conselho de Ministros agendado para hoje vai reunir-se na cidade da Beira, para permitir que o Governo avalie no terreno o impacto provocado pelo ciclone Idai, que atingiu a região centro do país.",2019-03-20 04:55:00,pt,NaturalDisasters,['NaturalDisasters'],-19.8273 34.8361,Council of ministers meets this Tuesday in Beira,Council of ministers meets this Tuesday in Beira,['Filipe Nyusi'],1,-19.8273,34.8361,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Filipe Nyusi']
Cervejas de Moçambique doa USD 100 mil dólares às vítimas do ciclone Idai,http://opais.sapo.mz/cervejas-de-mocambique-doa-usd-100-mil-dolares-as-vitimas-do-ciclone-idai,"Milhares de pessoas afectadas pelo ciclone IDAI continuam a precisar de todo o tipo de apoio no centro do país, sobretudo na Beira, a cidade mais devastada pela catástrofe. Esta terça-feira, a Cervejas de Moçambique (CDM) respondeu ao apelo de solidariedade e anunciou uma doação de 100 mil dólares,....",2019-03-20 04:11:00,pt,NaturalDisasters,['NaturalDisasters'],-19.8273 34.8361,Mozambique beers doa USD 100 thousand dollars Idai to cyclone victims,Mozambique beers doa USD 100 thousand dollars Idai to cyclone victims,['Hugo Gomes'],1,-19.8273,34.8361,Mozambique,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,['Hugo Gomes']
LATEST: Pres Mnangagwa arrives in Manicaland,http://www.zbc.co.zw/just-in-pres-mnangagwa-arrives-in-manicaland/,President Emmerson Mnangagwa has touched down in Manicaland to visit areas ravaged by Cyclone Idai and meet the affected families. President Emmerson Mnangagwa speaks to ZBC News soon after arrival at Mutare Aerodrome. Speaking to ZBC News’ Reporter Theophilus Chuma soon after touching down at....,2019-03-19 21:30:00,en,NaturalDisasters,['NaturalDisasters'],-18.97476 32.65556,Mozambique beers doa USD 100 thousand dollars Idai to cyclone victims,Mozambique beers doa USD 100 thousand dollars Idai to cyclone victims,"['SADC', 'Emmerson Mnangagwa', 'ZANU PF', 'ZBC News', 'Patrick Chinamasa', 'Perence Shiri', 'Mike Madiro', 'Constantino Chiwenga', 'Oppah Muchinguri']",2,-18.97476,32.65556,Zimbabwe,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,"['SADC', 'Emmerson Mnangagwa', 'ZANU PF', 'ZBC News', 'Patrick Chinamasa', 'Perence Shiri', 'Mike Madiro', 'Constantino Chiwenga', 'Oppah Muchinguri', 'SADC', 'Emmerson Mnangagwa', 'ZANU PF', 'ZBC News', 'Patrick Chinamasa', 'Perence Shiri', 'Mike Madiro', 'Constantino Chiwenga', 'Oppah Muchinguri']"
Cyclone: Zim in huge economic loss,http://www.zbc.co.zw/cyclone-zim-in-huge-economic-loss/,"The devastating effects of Cyclone Idai have taken a huge toll on exports and imports through the Beira port in Mozambique as well as horticultural projects in Zimbabwe’s Manicaland province. The cyclone ravaged Zimbabwe, Mozambique and Malawi and claimed hundreds of lives and also left a trail of infrastructure destruction.",2019-03-19 20:28:00,en,NaturalDisasters,['NaturalDisasters'],-25.9622 32.5737,Mozambique beers doa USD 100 thousand dollars Idai to cyclone victims,Mozambique beers doa USD 100 thousand dollars Idai to cyclone victims,[],1,-25.9622,32.5737,Mozambique,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,[]
Junta com pouco movimento de passageiros para zona centro,http://opais.sapo.mz/junta-com-pouco-movimento-de-passageiros-para-zona-centro,O Terminal Interprovincial da Junta Regista fraco movimento de passageiros com destino a zona centro do país. A Associação dos Transportadores avança que muitos têm medo de viajar por causa da passagem do ciclone Idai. O cenário que se vive no principal terminal dos transportes interprovinciais de Maputo é isolador.,2019-03-19 20:03:00,pt,NaturalDisasters,['NaturalDisasters'],-25.5353164702334 32.4522463098065,Junta with little movement for zone passenger-carrying centre,Junta with little movement for zone passenger-carrying centre,[],1,-25.5353164702334,32.4522463098065,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Cyclone Idai Ravaged Areas To Go Without Electricity At Least For The Next Four Weeks,https://www.zimeye.net/2019/03/19/cyclone-idai-ravaged-areas-to-go-without-electricity-at-least-for-the-next-four-weeks/,"Opposition MDC leader Nelson Chamisa helps clear a bridge affected by the cyclone in Chipinge. Own Correspondent |Following a tropical cyclone that tore through the eastern parts of Zimbabwe, the southern African country is weighing up the loss of life as well as the impact of the damage to infrastructure such as roads, bridges and business.",2019-03-19 19:15:00,en,NaturalDisasters,['NaturalDisasters'],-19.0611643909813 32.3975133576342,Junta with little movement for zone passenger-carrying centre,Junta with little movement for zone passenger-carrying centre,"['Nelson Chamisa', 'Emergency', 'Ministry of Transport']",1,-19.0611643909813,32.3975133576342,Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Nelson Chamisa', 'Emergency', 'Ministry of Transport']"
Idai já causou mais de 150 mortes no Malawi e Zimbabwe 34 m,http://opais.sapo.mz/idai-ja-causou-mais-de-150-mortes-no-malawi-e-zimbabwe,"O pior ciclone que afectou a África Austral desde o Ciclone Eline, em 2000, formou-se e desapareceu num espaço de 12 dias, mas os seus danos vão além do que se pode ver no território nacional. É que o Malawi e Zimbabwe, dois países que partilham fronteiras com Moçambique, também cumprem luto porque neles, o furacão Idai também ceifou vidas.",2019-03-19 17:45:00,pt,NaturalDisasters,['NaturalDisasters'],-13.9826 33.7738,Idai already caused more than 150 deaths in Malawi and Zimbabwe 34 m,Idai already caused more than 150 deaths in Malawi and Zimbabwe 34 m,['Emmerson Mnangagwa'],1,-13.9826,33.7738,Malawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Emmerson Mnangagwa']
Jornais estrangeiros reportaram danos causados pelo Idai em Moçambique,http://opais.sapo.mz/jornais-estrangeiros-reportaram-danos-causados-pelo-idai-em-mocambique,"A nível internacional, Moçambique continua a ser notícia por causa do ciclone Idai. Os jornais Expresso e Observador de Portugal, G1 e Folha de São Paulo do Brasil, BBC News do Reino Unido são alguns dos órgãos que estão a publicar matérias sobre a calamidade que devastou a cidade da Beira e deixou o país de rastos.",2019-03-19 17:45:00,pt,NaturalDisasters,['NaturalDisasters'],-5.83333 -37.45,Foreign newspapers report damage caused by Idai in mozambique,Foreign newspapers report damage caused by Idai in mozambique,"['Folha de Sao Paulo', 'British Broadcasting Corporation', 'British Broadcasting Corporation', 'Marcelo Rebelo de Sousa', 'Rebelo de Sousa']",1,-5.83333,-37.45,Brazil,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,"['Folha de Sao Paulo', 'British Broadcasting Corporation', 'British Broadcasting Corporation', 'Marcelo Rebelo de Sousa', 'Rebelo de Sousa']"
"Mozambique: EN6 cost US$410 million, was ""supposed to withstand any kind of weather""",https://clubofmozambique.com/news/mozambique-en6-cost-us410-million-was-supposed-to-withstand-any-kind-of-weather/,"The Minister of Public Works, Housing and Water Resources has dubbed the destruction by flood waters of the brand new National Road No. 6 (EN6), “surreal”. The roadway, costing US$410 million in foreign debt, “was supposed to withstand any kind of inclement weather”, Joao Machatine said.",2019-03-19 16:02:00,en,NaturalDisasters,['NaturalDisasters'],-19.199631 33.890881,Foreign newspapers report damage caused by Idai in mozambique,Foreign newspapers report damage caused by Idai in mozambique,"['Adérito Caldeira', 'João Machatine', 'Water Resources']",1,-19.199631,33.890881,Mozambique,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,"['Adérito Caldeira', 'João Machatine', 'Water Resources']"
Cervejas de Moçambique doa USD 100 mil dólares às vítimas do ciclone Idai 11 m,http://opais.sapo.mz/cervejas-de-mocambique-doa-usd-100-mil-dolares-as-vitimas-do-ciclone-idai,"Milhares de pessoas afectadas pelo ciclone IDAI continuam a precisar de todo o tipo de apoio no centro do país, sobretudo na Beira, a cidade mais devastada pela catástrofe. Esta terça-feira, a Cervejas de Moçambique (CDM) respondeu ao apelo de solidariedade e anunciou uma doação de 100 mil dólares,....",2019-03-19 15:29:00,pt,NaturalDisasters,['NaturalDisasters'],-19.8273 34.8361,Mozambique beers doa USD 100 thousand dollars to cyclone victims Idai 11 m,Mozambique beers doa USD 100 thousand dollars to cyclone victims Idai 11 m,['Hugo Gomes'],1,-19.8273,34.8361,Mozambique,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,['Hugo Gomes']
Death toll in Zimbabwe cyclone rises to 96,https://www.thezimbabwean.co/2019/03/death-toll-in-zimbabwe-cyclone-rises-to-96/,"The death toll has risen to 96 in after Cyclone Idai struck the eastern and the southern parts of the country, creating a humanitarian crisis in a country grappling with serious economic problems and a drought.

The scale of destruction is only becoming apparent as rescuers reach the most affected areas near the border with Mozambique.",2019-03-19 14:45:00,en,NaturalDisasters,"['UNSecretaryGeneral', 'NaturalDisasters', 'UNbodies']",-25.9622 32.5737,Mozambique beers doa USD 100 thousand dollars to cyclone victims Idai 11 m,Mozambique beers doa USD 100 thousand dollars to cyclone victims Idai 11 m,"['United Nations', 'Stephane Dujarric']",2,-25.9622,32.5737,Mozambique,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,"['United Nations', 'Stephane Dujarric', 'United Nations', 'Stephane Dujarric']"
UK Pledges £6m Of Aid To East Africa Cyclone Victims,https://www.thezimbabwemail.com/world-news/uk-pledges-6m-of-aid-to-east-africa-cyclone-victims/,"Britain has pledged up to £6 million of aid to send humanitarian relief to people affected by Cyclone Idai in Mozambique, Malawi and Zimbabwe. International Development Secretary Penny Mordaunt said a team of experts was on the ground in Mozambique helping to co-ordinate the UK’s response.",2019-03-19 13:52:00,en,NaturalDisasters,"['NaturalDisasters', 'UNbodies']",51.4879 -0.177998,Mozambique beers doa USD 100 thousand dollars to cyclone victims Idai 11 m,Mozambique beers doa USD 100 thousand dollars to cyclone victims Idai 11 m,"['United Nations', 'Ministry of Defence', 'Penny Mordaunt', 'Zimbabwe International', 'Filipe Nyusi', 'Mounts Bay']",1,51.4879,-0.177998,United Kingdom,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,"['United Nations', 'Ministry of Defence', 'Penny Mordaunt', 'Zimbabwe International', 'Filipe Nyusi', 'Mounts Bay']"
"Soldiers, police block Chamisa from visiting cyclone hit areas",https://www.thezimbabwemail.com/zimbabwe/soldiers-police-block-chamisa-from-visiting-cyclone-hit-areas/,"OPPOSITION leader Nelson Chamisa caused a fresh stir Monday, this time in cyclone hit Manicaland after an attempt to visit Chimanimani and Chipinge districts the epicenter of the tragedy. Cyclone Idai has left a trail of death and destruction in south eastern Manicaland in which nearly a hundred....",2019-03-19 13:52:00,en,NaturalDisasters,"['CivilProtection', 'NaturalDisasters']",-19.76582 32.41959,Mozambique beers doa USD 100 thousand dollars to cyclone victims Idai 11 m,Mozambique beers doa USD 100 thousand dollars to cyclone victims Idai 11 m,"['Civil Protection', 'Douglas Mwonzora', 'Nelson Chamisa', 'Sports Stadium', 'Oliver Mtukudzi', 'Jacob Mafume', 'Elias Mudzuri']",1,-19.76582,32.41959,Zimbabwe,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,"['Civil Protection', 'Douglas Mwonzora', 'Nelson Chamisa', 'Sports Stadium', 'Oliver Mtukudzi', 'Jacob Mafume', 'Elias Mudzuri']"
Editorial Comment: Let’s fill the gap in civil protection,https://www.zimbabwesituation.com/news/editorial-comment-lets-fill-the-gap-in-civil-protection/,"Zimbabwe is not often hit by cyclones, but when they do move this far inland they can cause more deaths and destruction than they should, largely because their rarity makes communities complacent and knowledge is forgotten. The Civil Protection Units are far more knowledgeable and a lot of effort is....",2019-03-19 11:59:00,en,NaturalDisasters,"['CivilProtection', 'NaturalDisasters', 'FoodSecurityFoodAid']",-17.8292 31.054,Mozambique beers doa USD 100 thousand dollars to cyclone victims Idai 11 m,Mozambique beers doa USD 100 thousand dollars to cyclone victims Idai 11 m,['Civil Protection'],2,-17.8292,31.054,Zimbabwe,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,"['Civil Protection', 'Civil Protection']"
BNI apoia vítimas do ciclone com 3 milhões MT 40 m,http://opais.sapo.mz/bni-apoia-vitimas-do-ciclone-com-3-milhoes-mt,"O Banco Nacional de Investimento (BNI), no âmbito da sua responsabilidade social vai disponibilizar ao Instituto Nacional de Gestão de Calamidades (INGC) três milhões de meticais como contribuição para as vítimas do ciclone Idai. A entrega do valor irá decorrer hoje nas instalações do INGC.",2019-03-19 10:53:00,pt,NaturalDisasters,['NaturalDisasters'],,Bni supports cyclone victims with 3 million MT 40 m,Bni supports cyclone victims with 3 million MT 40 m,[],1,,,,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,[]
Zanu PF Dares Doctors For Human Rights,https://www.zimeye.net/2019/03/19/zanu-pf-dares-doctors-for-human-rights/,"Zanu PF has challenged doctors for human rights to chip in and assist victims of cyclone idai which ravaged parts of Manicaland over the weekend saying they should repeat what they did to victims of shutdown protests. Posting on Twitter, Zanu PF said the doctors for human rights should render the same assistance to victims of cyclone idai.",2019-03-19 09:04:00,en,NaturalDisasters,['NaturalDisasters'],-19.0611643909813 32.3975133576342,Bni supports cyclone victims with 3 million MT 40 m,Bni supports cyclone victims with 3 million MT 40 m,"['ZANU PF', 'Privacy Policy']",1,-19.0611643909813,32.3975133576342,Zimbabwe,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,"['ZANU PF', 'Privacy Policy']"
Ciclone Idai: Índia envia três navios com ajuda humanitária 28 m,http://opais.sapo.mz/ciclone-idai-india-envia-tres-navios-com-ajuda-humanitaria,"Devido ao Ciclone Idai que afectou o país, o Governo indiano decidiu desviar três navios navais para a cidade portuária da Beira, para prestar assistência imediata e auxiliar os afectados. Os navios estão carregados de de alimentos, roupa e medicamentos, e estão a bordo três médicos e cinco....",2019-03-19 08:31:00,pt,NaturalDisasters,['NaturalDisasters'],28.5687 77.2168,Cyclone Idai: India sends three vessels with humanitarian aid 28 m,Cyclone Idai: India sends three vessels with humanitarian aid 28 m,[],1,28.5687,77.2168,India,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,[]
Soldiers block Chamisa from visiting cyclone hit areas,https://bulawayo24.com/news/national/158534,"OPPOSITION leader Nelson Chamisa caused a fresh stir Monday, this time in cyclone hit Manicaland after an attempt to visit Chimanimani and Chipinge districts the epicenter of the tragedy. Cyclone Idai has left a trail of death and destruction in south eastern Manicaland in which over nearly a 100....",2019-03-19 08:04:00,en,NaturalDisasters,"['CivilProtection', 'NaturalDisasters']",-19.76582 32.41959,Cyclone Idai: India sends three vessels with humanitarian aid 28 m,Cyclone Idai: India sends three vessels with humanitarian aid 28 m,"['Civil Protection', 'Douglas Mwonzora', 'Nelson Chamisa', 'Sports Stadium', 'Oliver Mtukudzi', 'Jacob Mafume', 'Elias Mudzuri']",1,-19.76582,32.41959,Zimbabwe,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,"['Civil Protection', 'Douglas Mwonzora', 'Nelson Chamisa', 'Sports Stadium', 'Oliver Mtukudzi', 'Jacob Mafume', 'Elias Mudzuri']"
PR dirige-se à Nação sobre impacto do Ciclone “Idai”,http://www.portaldogoverno.gov.mz/por/Imprensa/Noticias/PR-dirige-se-a-Nacao-sobre-impacto-do-Ciclone-Idai,"O Presidente da República, Filipe Jacinto Nyusi, dirigiu-se esta tarde à Nação, para fazer o balanço preliminar dos danos causados pelo ciclone “Idai”, que afectou as províncias da zona centro do país.

Durante a sua intervenção, o Chefe do Estado que até ao momento foram registados 84 óbitos....",2019-03-19 07:32:00,pt,NaturalDisasters,['NaturalDisasters'],,Pr dirige-se the nation on impact of cyclone “Idai”,Pr dirige-se the nation on impact of cyclone “Idai”,['Filipe Jacinto Nyusi'],1,,,,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,['Filipe Jacinto Nyusi']
"Prioridade do governo é salvar vidas humanas, face ao ciclone IDAI: Filipe Nyusi",http://www.portaldogoverno.gov.mz/por/Imprensa/Noticias/Prioridade-do-governo-e-salvar-vidas-humanas-face-ao-ciclone-IDAI-Filipe-Nyusi,"O Presidente da República, Filipe Nyusi, disse esta segunda-feira, em Maputo, que a prioridade do governo consiste em salvar vidas face ao ciclone IDAI que deixou um rasto de destruições na região centro do país.

Segundo o Presidente da República pelo menos 84 pessoas morreram e mais de cem mil....",2019-03-19 07:32:00,pt,NaturalDisasters,['NaturalDisasters'],-20.0749 34.719261,Government’s priority is to save lives in the cyclone IDAI: Filipe Nyusi,Government’s priority is to save lives in the cyclone IDAI: Filipe Nyusi,['Filipe Nyusi'],1,-20.0749,34.719261,Mozambique,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,['Filipe Nyusi']
MDC Alliance dismantling patriarchy towards a people’s movement,https://bulawayo24.com/opinion/columnist/158505,"Zimbabwe is at the throes of a deep economic and political crisis, further worsened by Cyclone Idai that has recently ravaged the eastern parts of the country, scores have died, hundreds injured and homes lost. All Zimbabweans have looked forward to is empathy from the man who claims to be....",2019-03-19 06:33:00,en,NaturalDisasters,['NaturalDisasters'],9.02274 38.7468,Government’s priority is to save lives in the cyclone IDAI: Filipe Nyusi,Government’s priority is to save lives in the cyclone IDAI: Filipe Nyusi,"['Nelson Chamisa', 'Emmerson Mnangagwa', 'Abiy Ahmed', 'ZANU PF', 'ZANU PF', 'radical', 'MDC Alliance', 'Washington Post']",1,9.02274,38.7468,Ethiopia,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,"['Nelson Chamisa', 'Emmerson Mnangagwa', 'Abiy Ahmed', 'ZANU PF', 'ZANU PF', 'radical', 'MDC Alliance', 'Washington Post']"
ACENTO TÓNICO: A vida faz-se de recomeços,http://www.jornalnoticias.co.mz/index.php/opiniao-analise/87867-acento-tonico-a-vida-faz-se-de-recomecos,"(Júlio Manjate- Este endereço de email está protegido contra piratas. Necessita ativar o JavaScript para o visualizar. Um desastre natural é sempre um desastre natural! Em África ou na Europa, na China, nos Estados Unidos ou no Bangladesh. Não só não deixa de sê-lo, como também não doseia a....",2019-03-19 05:02:00,pt,NaturalDisasters,['NaturalDisasters'],35.2086 110.727,Emphasis: the life of share-by-share beginnings,Emphasis: the life of share-by-share beginnings,[],1,35.2086,110.727,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
Vítimas do ciclone Idai: eSwatini solidário,http://www.jornalnoticias.co.mz/index.php/politica/87893-vitimas-do-ciclone-idai-eswatini-solidario,"O REINO de eSwatini solidariza-se com as vítimas do ciclone Idai, que fustigou as províncias de Sofala e Manica, deixando luto nas famílias e destruição de infra-estruturas económicas e sociais. A solidariedade foi manifestada ao Presidente da República, Filipe Nyusi, pelo Rei Mswati III e a....",2019-03-19 05:02:00,pt,NaturalDisasters,['NaturalDisasters'],-20.0749 34.719261,Cyclone victims Idai: eswatini empathise,Cyclone victims Idai: eswatini empathise,"['Filipe Nyusi', 'Mswati III']",1,-20.0749,34.719261,Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Filipe Nyusi', 'Mswati III']"
À passagem do ciclone Idai: Luto e destruição em Manica,http://www.jornalnoticias.co.mz/index.php/1-plano/87876-a-passagem-do-ciclone-idai-luto-e-destruicao-em-manica,"QUATRO dias de ventos fortes e chuvas torrenciais, provocados pelo ciclone tropical Idai, foram suficientes para deitar abaixo o esforço de décadas de milhares de pessoas na província de Manica.",2019-03-19 05:02:00,pt,NaturalDisasters,['NaturalDisasters'],-19.0419312537815 33.4312205578313,The cyclone Idai: mourning and destruction in Manica,The cyclone Idai: mourning and destruction in Manica,[],1,-19.0419312537815,33.4312205578313,Mozambique,0.0,0.125,0.125,0.0,0.0,0.125,0.375,0.125,[]
Mnangagwa Follows After Chamisa To Manicaland,https://www.zimeye.net/2019/03/18/mnangagwa-follows-after-chamisa-to-manicaland/,Paul Nyathi |President Emmerson Mnangagwa has announced that he will be visiting cyclone Idai ravaged Manicaland Province on Tuesday morning to assess the effects of the cyclone first hand. Speaking on national television in a live broadcast on Monday evening Mnangagwa expressed condolences to families of the 89 people killed by the cyclone.,2019-03-18 20:28:00,en,NaturalDisasters,['NaturalDisasters'],-17.8593282090648 31.0650448216921,Cyclone victims Idai: eswatini empathise,Cyclone victims Idai: eswatini empathise,"['Civil Protection', 'Nelson Chamisa', 'Emmerson Mnangagwa', 'Paul Nyathi']",1,-17.8593282090648,31.0650448216921,Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Civil Protection', 'Nelson Chamisa', 'Emmerson Mnangagwa', 'Paul Nyathi']"
Cyclone Idai ravages Zim forces Mnangagwa back home,https://nehandaradio.com/2019/03/18/cyclone-idai-ravages-zim-forces-mnangagwa-back-home/,"The cyclone also destroyed key infrastructure and swept away hundreds of homes, mainly in Manicaland. The government said Mnangagwa was expected home yesterday “to be directly involved with the national response by way of relief to victims of Cyclone Idai”. “The president has cut short his trip to Abu Dhabi to attend to the cyclone issue.",2019-03-18 19:47:00,en,NaturalDisasters,['NaturalDisasters'],-13.9826 33.7738,Cyclone victims Idai: eswatini empathise,Cyclone victims Idai: eswatini empathise,"['ZANU PF', 'Mohammed bin Zayed Al Nahyan', 'Muhammad Al Sabah Al Salim Al Sabah', 'Muhammad Al Sabah Al Salim Al Sabah', 'Catholic Church', 'Catholic Church', 'Nick Mangwana', 'Sultan Al Nahyan', 'Daily News', 'Joshua Sacco', 'Nahyan bin Mubarak Al Nahyan']",3,-13.9826,33.7738,Malawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['ZANU PF', 'Mohammed bin Zayed Al Nahyan', 'Muhammad Al Sabah Al Salim Al Sabah', 'Muhammad Al Sabah Al Salim Al Sabah', 'Catholic Church', 'Catholic Church', 'Nick Mangwana', 'Sultan Al Nahyan', 'Daily News', 'Joshua Sacco', 'Nahyan bin Mubarak Al Nahyan', 'ZANU PF', 'Mohammed bin Zayed Al Nahyan', 'Muhammad Al Sabah Al Salim Al Sabah', 'Muhammad Al Sabah Al Salim Al Sabah', 'Catholic Church', 'Catholic Church', 'Nick Mangwana', 'Sultan Al Nahyan', 'Daily News', 'Joshua Sacco', 'Nahyan bin Mubarak Al Nahyan', 'ZANU PF', 'Mohammed bin Zayed Al Nahyan', 'Muhammad Al Sabah Al Salim Al Sabah', 'Muhammad Al Sabah Al Salim Al Sabah', 'Catholic Church', 'Catholic Church', 'Nick Mangwana', 'Sultan Al Nahyan', 'Daily News', 'Joshua Sacco', 'Nahyan bin Mubarak Al Nahyan']"
